Loan_ID,loan_status,Principal,terms,effective_date,due_date,paid_off_time,past_due_days,age,education,Gender
xqd20170123,COLLECTION_PAIDOFF,720,15,1/23/2023,2/6/2023,2/6/2023 16:00,3,32,college,male
xqd20170124,COLLECTION_PAIDOFF,600,15,1/24/2023,2/7/2023,2/7/2023 17:00,3,33,high school,female
xqd20170125,COLLECTION_PAIDOFF,480,15,1/25/2023,2/8/2023,2/8/2023 18:00,3,34,college,male
xqd20170182,COLLECTION,1420,45,3/2/2023,4/17/2023,,40,23,college,female
xqd20170183,COLLECTION,1500,45,3/3/2023,4/18/2023,,42,24,high school,male
xqd20170184,COLLECTION,1370,45,3/4/2023,4/19/2023,,41,25,college,female
xqd20170185,COLLECTION,1430,45,3/5/2023,4/20/2023,,39,26,high school,male
xqd20170186,COLLECTION,1390,45,3/6/2023,4/21/2023,,40,27,college,female
xqd20170187,COLLECTION_PAIDOFF,1700,45,3/7/2023,4/22/2023,4/22/2023 15:00,3,28,high school,male
xqd20170188,COLLECTION_PAIDOFF,1760,45,3/8/2023,4/23/2023,4/23/2023 16:00,2,29,college,female
xqd20170189,COLLECTION_PAIDOFF,1630,45,3/9/2023,4/24/2023,4/24/2023 17:00,1,30,high school,male
xqd20170190,COLLECTION_PAIDOFF,1690,45,3/10/2023,4/25/2023,4/25/2023 18:00,0,31,college,female
xqd20170191,COLLECTION_PAIDOFF,1620,45,3/11/2023,4/26/2023,4/26/2023 19:00,1,32,high school,male
xqd20170197,COLLECTION_PAIDOFF,1720,45,5/7/2023,6/22/2023,5/30/2023,8,42,college,male
xqd20170198,COLLECTION_PAIDOFF,1850,30,5/8/2023,6/23/2023,5/29/2023,6,43,high school,female
xqd20170199,COLLECTION_PAIDOFF,1680,30,5/9/2023,6/24/2023,5/28/2023,7,44,college,male
xqd20170200,COLLECTION_PAIDOFF,1820,30,5/10/2023,6/25/2023,5/27/2023,5,45,high school,female
xqd20170201,COLLECTION_PAIDOFF,1750,30,5/11/2023,6/26/2023,5/26/2023,6,46,college,male
xqd20170202,COLLECTION,1600,30,5/12/2023,6/27/2023,,7,47,high school,female
xqd20170203,COLLECTION,1680,30,5/13/2023,6/28/2023,,6,48,college,male
xqd20170204,COLLECTION,1540,30,5/14/2023,6/29/2023,,7,49,high school,female
xqd20170205,COLLECTION,1620,30,5/15/2023,6/30/2023,,6,50,college,male
xqd20170206,COLLECTION,1560,30,5/16/2023,7/1/2023,,7,51,high school,female
xqd20170207,COLLECTION_PAIDOFF,1800,30,5/17/2023,7/2/2023,5/31/2023,8,52,college,male
xqd20170208,COLLECTION_PAIDOFF,1950,30,5/18/2023,7/3/2023,5/30/2023,9,53,high school,female
xqd20170209,COLLECTION_PAIDOFF,1780,30,5/19/2023,7/4/2023,5/29/2023,8,54,college,male
xqd20170210,COLLECTION_PAIDOFF,1920,30,5/20/2023,7/5/2023,5/28/2023,7,55,high school,female
xqd20170211,COLLECTION_PAIDOFF,1850,30,5/21/2023,7/6/2023,5/27/2023,8,56,college,male
xqd20170212,COLLECTION,1700,30,5/22/2023,7/7/2023,,9,57,high school,female
xqd20170213,COLLECTION,1780,30,5/23/2023,7/8/2023,,8,58,college,male
xqd20170214,COLLECTION,1640,30,5/24/2023,7/9/2023,,9,59,high school,female
xqd20170215,COLLECTION,1720,30,5/25/2023,7/10/2023,,8,60,college,male
xqd20170216,COLLECTION,1660,30,5/26/2023,7/11/2023,,9,61,high school,female
xqd20170217,COLLECTION_PAIDOFF,1900,30,5/27/2023,7/12/2023,6/1/2023,10,62,college,male
xqd20170218,COLLECTION_PAIDOFF,2050,30,5/28/2023,7/13/2023,5/31/2023,11,63,high school,female
xqd20170219,COLLECTION_PAIDOFF,1880,30,5/29/2023,7/14/2023,5/30/2023,10,64,college,male
xqd20170220,COLLECTION_PAIDOFF,2020,30,5/30/2023,7/15/2023,5/29/2023,9,65,high school,female
xqd20170221,COLLECTION_PAIDOFF,1950,30,5/31/2023,7/16/2023,5/28/2023,10,66,college,male
xqd20170222,COLLECTION,1800,30,6/1/2023,7/17/2023,,11,67,high school,female
xqd20170223,COLLECTION,1880,30,6/2/2023,7/18/2023,,10,68,college,male
xqd20170224,COLLECTION,1740,30,6/3/2023,7/19/2023,,11,69,high school,female
xqd20170225,COLLECTION,1820,30,6/4/2023,7/20/2023,,10,70,college,male
xqd20170226,COLLECTION,1760,30,6/5/2023,7/21/2023,,11,71,high school,female
xqd20170227,COLLECTION_PAIDOFF,2000,30,6/6/2023,7/22/2023,6/2/2023,12,72,college,male
xqd20170228,COLLECTION_PAIDOFF,2150,30,6/7/2023,7/23/2023,6/1/2023,13,73,high school,female
xqd20170229,COLLECTION_PAIDOFF,1980,30,6/8/2023,7/24/2023,5/31/2023,12,74,college,male
xqd20170230,COLLECTION_PAIDOFF,2120,30,6/9/2023,7/25/2023,5/30/2023,11,75,high school,female
xqd20170231,COLLECTION_PAIDOFF,2050,30,6/10/2023,7/26/2023,5/29/2023,12,76,college,male
xqd20170232,COLLECTION,1900,30,6/11/2023,7/27/2023,,13,77,high school,female
xqd20170233,COLLECTION,1980,30,6/12/2023,7/28/2023,,12,78,college,male
xqd20170234,COLLECTION,1840,30,6/13/2023,7/29/2023,,13,79,high school,female
xqd20170235,COLLECTION,1920,30,6/14/2023,7/30/2023,,12,80,college,male
xqd20170236,COLLECTION,1860,30,6/15/2023,7/31/2023,,13,81,high school,female
xqd20160347,PAIDOFF,1200,20,10/1/2023,10/21/2023,10/20/2023 14:00,,33,Bechalor,female
xqd20160348,COLLECTION,800,15,10/2/2023,10/17/2023,,14,45,Bachelor,male
xqd20160349,COLLECTION_PAIDOFF,900,25,10/3/2023,10/28/2023,10/29/2023 10:00,1,51,High School or Below,male
xqd20160350,PAIDOFF,1500,30,10/4/2023,11/3/2023,11/2/2023 11:00,,38,Bechalor,female
xqd20160351,PAIDOFF,1100,20,10/5/2023,10/25/2023,10/24/2023 12:00,,28,High School or Below,male
xqd20160352,COLLECTION,800,15,10/6/2023,10/21/2023,,11,55,High School or Below,female
xqd20160353,COLLECTION_PAIDOFF,1000,30,10/7/2023,11/6/2023,11/5/2023 10:00,1,43,High School or Below,female
xqd20160354,PAIDOFF,1300,25,10/8/2023,11/2/2023,11/1/2023 9:00,,33,High School or Below,male
xqd20160355,PAIDOFF,1400,30,10/9/2023,11/8/2023,11/7/2023 10:00,,31,College,male
xqd20160356,COLLECTION,800,15,10/10/2023,10/25/2023,,14,48,Bachelor,female
xqd20160357,COLLECTION_PAIDOFF,900,25,10/11/2023,11/5/2023,11/6/2023 11:00,1,41,High School or Below,female
xqd20160358,PAIDOFF,1200,20,10/12/2023,11/1/2023,10/31/2023 12:00,,30,College,male
xqd20160359,PAIDOFF,1100,15,10/13/2023,10/28/2023,10/27/2023 13:00,,27,High School or Below,female
xqd20160360,COLLECTION,800,30,10/14/2023,11/13/2023,,14,58,High School or Below,male
xqd20160361,COLLECTION_PAIDOFF,1000,20,10/15/2023,11/4/2023,11/5/2023 14:00,1,39,High School or Below,male
xqd20160362,PAIDOFF,1300,25,10/16/2023,11/10/2023,11/9/2023 15:00,,35,College,female
xqd20160363,PAIDOFF,1400,30,10/17/2023,11/16/2023,11/15/2023 16:00,,33,Bechalor,female
xqd20160364,COLLECTION,800,15,10/18/2023,11/2/2023,,14,48,High School or Below,male
xqd20160365,COLLECTION_PAIDOFF,900,20,10/19/2023,11/8/2023,11/9/2023 17:00,1,41,High School or Below,female
xqd20160366,PAIDOFF,1200,25,10/20/2023,11/14/2023,11/13/2023 18:00,,30,High School or Below,male
xqd20160367,PAIDOFF,1100,15,10/21/2023,11/5/2023,11/4/2023 19:00,,27,College,female
xqd20160368,COLLECTION,800,30,10/22/2023,11/21/2023,,14,55,High School or Below,male
xqd20160369,COLLECTION_PAIDOFF,1000,20,10/23/2023,11/12/2023,11/13/2023 20:00,1,39,High School or Below,male
xqd20160370,PAIDOFF,1300,25,10/24/2023,11/18/2023,11/17/2023 21:00,,35,College,female
xqd20160371,PAIDOFF,1400,30,10/25/2023,11/24/2023,11/23/2023 22:00,,33,Bechalor,male
xqd20160372,PAIDOFF,1200,20,10/26/2023,11/15/2023,11/14/2023 23:00,,30,High School or Below,female
xqd20160373,COLLECTION,800,15,10/27/2023,11/11/2023,,14,48,High School or Below,male
xqd20160374,COLLECTION_PAIDOFF,900,20,10/28/2023,11/17/2023,11/18/2023 00:00,1,41,High School or Below,female
xqd20160375,PAIDOFF,1200,25,10/29/2023,11/22/2023,11/21/2023 01:00,,30,High School or Below,male
xqd20160376,PAIDOFF,1100,15,10/30/2023,11/14/2023,11/13/2023 02:00,,27,College,female
xqd20160377,COLLECTION,800,30,10/31/2023,11/30/2023,,14,55,High School or Below,male
xqd20160378,COLLECTION_PAIDOFF,1000,20,11/1/2023,11/20/2023,11/21/2023 03:00,1,39,High School or Below,male
xqd20160379,PAIDOFF,1300,25,11/2/2023,11/26/2023,11/25/2023 04:00,,35,College,female
xqd20160380,PAIDOFF,1400,30,11/3/2023,12/2/2023,12/1/2023 05:00,,33,Bechalor,male
xqd20160381,COLLECTION,800,15,11/4/2023,11/19/2023,,14,48,High School or Below,male
xqd20160382,COLLECTION_PAIDOFF,900,20,11/5/2023,11/24/2023,11/25/2023 06:00,1,41,High School or Below,female
xqd20160383,PAIDOFF,1200,25,11/6/2023,11/30/2023,11/29/2023 07:00,,30,High School or Below,male
xqd20160384,PAIDOFF,1100,15,11/7/2023,11/21/2023,11/20/2023 08:00,,27,College,female
xqd20160385,COLLECTION,800,30,11/8/2023,12/7/2023,,14,55,High School or Below,male
xqd20160386,COLLECTION_PAIDOFF,1000,20,11/9/2023,11/28/2023,11/29/2023 09:00,1,39,High School or Below,male
xqd20160387,PAIDOFF,1300,25,11/10/2023,12/4/2023,12/3/2023 10:00,,35,College,female
xqd20160388,PAIDOFF,1400,30,11/11/2023,12/11/2023,12/10/2023 11:00,,33,Bechalor,male
xqd20160389,COLLECTION,800,15,11/12/2023,11/27/2023,,14,48,High School or Below,male
xqd20160390,COLLECTION_PAIDOFF,900,20,11/13/2023,12/2/2023,12/3/2023 12:00,1,41,High School or Below,female
xqd20160391,PAIDOFF,1200,25,11/14/2023,12/8/2023,12/7/2023 13:00,,30,High School or Below,male
xqd20160392,PAIDOFF,1100,15,11/15/2023,11/29/2023,11/28/2023 14:00,,27,College,female
xqd20160393,COLLECTION,800,30,11/16/2023,12/15/2023,,14,55,High School or Below,male
xqd20160394,COLLECTION_PAIDOFF,1000,20,11/17/2023,12/6/2023,12/7/2023 15:00,1,39,High School or Below,male
xqd20160501,PAIDOFF,1000,30,12/1/2023,12/31/2023,12/30/2023 16:00,,33,Bechalor,male
xqd20160502,PAIDOFF,1200,20,12/2/2023,12/21/2023,12/20/2023 17:00,,30,High School or Below,female
xqd20160503,COLLECTION,800,15,12/3/2023,12/18/2023,,14,48,High School or Below,male
xqd20160504,COLLECTION_PAIDOFF,900,20,12/4/2023,12/23/2023,12/24/2023 18:00,1,41,High School or Below,female
xqd20160505,PAIDOFF,1200,25,12/5/2023,12/29/2023,12/28/2023 19:00,,30,High School or Below,male
xqd20160506,PAIDOFF,1100,15,12/6/2023,12/20/2023,12/19/2023 20:00,,27,College,female
xqd20160507,COLLECTION,800,30,12/7/2023,1/6/2024,,14,55,High School or Below,male
xqd20160508,COLLECTION_PAIDOFF,1000,20,12/8/2023,12/27/2023,12/28/2023 21:00,1,39,High School or Below,male
xqd20160509,PAIDOFF,1300,25,12/9/2023,1/2/2024,1/1/2024 22:00,,35,College,female
xqd20160510,PAIDOFF,1400,30,12/10/2023,1/9/2024,1/8/2024 23:00,,33,Bechalor,male
xqd20160511,COLLECTION,800,15,12/11/2023,12/26/2023,,14,48,High School or Below,male
xqd20160512,COLLECTION_PAIDOFF,900,20,12/12/2023,1/1/2024,1/2/2024 00:00,1,41,High School or Below,female
xqd20160513,PAIDOFF,1200,25,12/13/2023,1/6/2024,1/5/2024 01:00,,30,High School or Below,male
xqd20160514,PAIDOFF,1100,15,12/14/2023,12/28/2023,12/27/2023 02:00,,27,College,female
xqd20160515,COLLECTION,800,30,12/15/2023,1/14/2024,,14,55,High School or Below,male
xqd20160516,COLLECTION_PAIDOFF,1000,20,12/16/2023,1/5/2024,1/6/2024 03:00,1,39,High School or Below,male
xqd20160517,PAIDOFF,1300,25,12/17/2023,1/11/2024,1/10/2024 04:00,,35,College,female
xqd20160518,PAIDOFF,1400,30,12/18/2023,1/18/2024,1/17/2024 05:00,,33,Bechalor,male
xqd20160519,COLLECTION,800,15,12/19/2023,1/3/2024,,14,48,High School or Below,male
xqd20160520,COLLECTION_PAIDOFF,900,20,12/20/2023,1/9/2024,1/10/2024 06:00,1,41,High School or Below,female
xqd20160521,PAIDOFF,1200,25,12/21/2023,1/15/2024,1/14/2024 07:00,,30,High School or Below,male
xqd20160522,PAIDOFF,1100,15,12/22/2023,1/5/2024,1/4/2024 08:00,,27,College,female
xqd20160523,COLLECTION,800,30,12/23/2023,1/22/2024,,14,55,High School or Below,male
xqd20160525,PAIDOFF,1400,30,1/25/2024,2/24/2024,2/23/2024 09:00,,33,Bechalor,male
xqd20160526,PAIDOFF,1200,20,1/26/2024,2/15/2024,2/14/2024 10:00,,30,High School or Below,female
xqd20160527,COLLECTION,800,15,1/27/2024,2/11/2024,,14,48,High School or Below,male
xqd20160528,COLLECTION_PAIDOFF,900,20,1/28/2024,2/17/2024,2/18/2024 11:00,1,41,High School or Below,female
xqd20160529,PAIDOFF,1200,25,1/29/2024,2/22/2024,2/21/2024 12:00,,30,High School or Below,male
xqd20160530,PAIDOFF,1100,15,1/30/2024,2/13/2024,2/12/2024 13:00,,27,College,female
xqd20160531,COLLECTION,800,30,1/31/2024,3/1/2024,,14,55,High School or Below,male
xqd20160532,COLLECTION_PAIDOFF,1000,20,2/1/2024,2/20/2024,2/21/2024 14:00,1,39,High School or Below,male
xqd20160533,PAIDOFF,1300,25,2/2/2024,2/26/2024,2/25/2024 15:00,,35,College,female
xqd20160534,PAIDOFF,1400,30,2/3/2024,3/2/2024,3/1/2024 16:00,,33,Bechalor,male
xqd20160535,COLLECTION,800,15,2/4/2024,2/19/2024,,14,48,High School or Below,male
xqd20160536,COLLECTION_PAIDOFF,900,20,2/5/2024,2/24/2024,2/25/2024 17:00,1,41,High School or Below,female
xqd20160537,PAIDOFF,1200,25,2/6/2024,2/29/2024,2/28/2024 18:00,,30,High School or Below,male
xqd20160538,PAIDOFF,1100,15,2/7/2024,2/21/2024,2/20/2024 19:00,,27,College,female
xqd20160539,COLLECTION,800,30,2/8/2024,3/8/2024,,14,55,High School or Below,male
xqd20160540,COLLECTION_PAIDOFF,1000,20,2/9/2024,2/28/2024,2/29/2024 20:00,1,39,High School or Below,male
xqd20160541,PAIDOFF,1300,25,2/10/2024,3/5/2024,3/4/2024 21:00,,35,College,female
xqd20160542,PAIDOFF,1400,30,2/11/2024,3/11/2024,3/10/2024 22:00,,33,Bechalor,male
xqd20160543,COLLECTION,800,15,2/12/2024,2/27/2024,,14,48,High School or Below,male
xqd20160544,COLLECTION_PAIDOFF,900,20,2/13/2024,3/3/2024,3/4/2024 23:00,1,41,High School or Below,female
xqd20160545,PAIDOFF,1200,25,2/14/2024,3/8/2024,3/7/2024 00:00,,30,High School or Below,male
xqd20160546,PAIDOFF,1100,15,2/15/2024,2/29/2024,2/28/2024 01:00,,27,College,female
xqd20160548,PAIDOFF,1000,30,3/1/2024,3/30/2024,3/29/2024 02:00,,33,Bechalor,male
xqd20160549,PAIDOFF,1200,20,3/2/2024,3/21/2024,3/20/2024 03:00,,30,High School or Below,female
xqd20160550,COLLECTION,800,15,3/3/2024,3/18/2024,,14,48,High School or Below,male
xqd20160551,COLLECTION_PAIDOFF,900,20,3/4/2024,3/23/2024,3/24/2024 04:00,1,41,High School or Below,female
xqd20160552,PAIDOFF,1200,25,3/5/2024,3/29/2024,3/28/2024 05:00,,30,High School or Below,male
xqd20160553,PAIDOFF,1100,15,3/6/2024,3/20/2024,3/19/2024 06:00,,27,College,female
xqd20160554,COLLECTION,800,30,3/7/2024,4/6/2024,,14,55,High School or Below,male
xqd20160555,COLLECTION_PAIDOFF,1000,20,3/8/2024,3/27/2024,3/28/2024 07:00,1,39,High School or Below,male
xqd20160556,PAIDOFF,1300,25,3/9/2024,4/2/2024,4/1/2024 08:00,,35,College,female
xqd20160557,PAIDOFF,1400,30,3/10/2024,4/9/2024,4/8/2024 09:00,,33,Bechalor,male
xqd20160558,COLLECTION,800,15,3/11/2024,3/26/2024,,14,48,High School or Below,male
xqd20160559,COLLECTION_PAIDOFF,900,20,3/12/2024,3/31/2024,4/1/2024 10:00,1,41,High School or Below,female
xqd20160560,PAIDOFF,1200,25,3/13/2024,4/6/2024,4/5/2024 11:00,,30,High School or Below,male
xqd20160561,PAIDOFF,1100,15,3/14/2024,3/28/2024,3/27/2024 12:00,,27,College,female
xqd20160562,COLLECTION,800,30,3/15/2024,4/14/2024,,14,55,High School or Below,male
xqd20160563,COLLECTION_PAIDOFF,1000,20,3/16/2024,4/4/2024,4/5/2024 13:00,1,39,High School or Below,male
xqd20160564,PAIDOFF,1300,25,3/17/2024,4/10/2024,4/9/2024 14:00,,35,College,female
xqd20160565,PAIDOFF,1400,30,3/18/2024,4/17/2024,4/16/2024 15:00,,33,Bechalor,male
xqd20160566,COLLECTION,800,15,3/19/2024,4/3/2024,,14,48,High School or Below,male
xqd20160567,COLLECTION_PAIDOFF,900,20,3/20/2024,4/9/2024,4/10/2024 16:00,1,41,High School or Below,female
xqd20160568,PAIDOFF,1200,25,3/21/2024,4/14/2024,4/13/2024 17:00,,30,High School or Below,male
xqd20160569,PAIDOFF,1100,15,3/22/2024,4/5/2024,4/4/2024 18:00,,27,College,female
xqd20160570,COLLECTION,800,30,3/23/2024,4/22/2024,,14,55,High School or Below,male
xqd20160571,COLLECTION_PAIDOFF,1000,20,3/24/2024,4/12/2024,4/13/2024 19:00,1,39,High School or Below,male
xqd20160572,PAIDOFF,1300,25,3/25/2024,4/19/2024,4/18/2024 20:00,,35,College,female
xqd20160573,PAIDOFF,1400,30,3/26/2024,4/26/2024,4/25/2024 21:00,,33,Bechalor,male
xqd20160574,COLLECTION,800,15,3/27/2024,4/11/2024,,14,48,High School or Below,male
xqd20160575,COLLECTION_PAIDOFF,900,20,3/28/2024,4/16/2024,4/17/2024 22:00,1,41,High School or Below,female
xqd20160576,PAIDOFF,1200,25,3/29/2024,4/23/2024,4/22/2024 23:00,,30,High School or Below,male
xqd20160577,PAIDOFF,1100,15,3/30/2024,4/13/2024,4/12/2024 00:00,,27,College,female
xqd20160578,COLLECTION,800,30,3/31/2024,4/30/2024,,14,55,High School or Below,male
xqd20160579,COLLECTION_PAIDOFF,1000,20,4/1/2024,4/19/2024,4/20/2024 01:00,1,39,High School or Below,male
xqd20160580,PAIDOFF,1300,25,4/2/2024,4/26/2024,4/25/2024 02:00,,35,College,female
xqd20160581,PAIDOFF,1400,30,4/3/2024,5/2/2024,5/1/2024 03:00,,33,Bechalor,male
xqd20160582,COLLECTION,800,15,4/4/2024,4/19/2024,,14,48,High School or Below,male
xqd20160583,COLLECTION_PAIDOFF,900,20,4/5/2024,4/24/2024,4/25/2024 04:00,1,41,High School or Below,female
xqd20160584,PAIDOFF,1200,25,4/6/2024,4/30/2024,4/29/2024 05:00,,30,High School or Below,male
xqd20160585,PAIDOFF,1100,15,4/7/2024,4/21/2024,4/20/2024 06:00,,27,College,female
xqd20160586,COLLECTION,800,30,4/8/2024,5/7/2024,,14,55,High School or Below,male
xqd20160587,COLLECTION_PAIDOFF,1000,20,4/9/2024,4/28/2024,4/29/2024 07:00,1,39,High School or Below,male
xqd20160588,PAIDOFF,1300,25,4/10/2024,5/4/2024,5/3/2024 08:00,,35,College,female
xqd20160589,PAIDOFF,1400,30,4/11/2024,5/11/2024,5/10/2024 09:00,,33,Bechalor,male
xqd20160590,COLLECTION,800,15,4/12/2024,4/27/2024,,14,48,High School or Below,male
xqd20160591,COLLECTION_PAIDOFF,900,20,4/13/2024,5/2/2024,5/3/2024 10:00,1,41,High School or Below,female
xqd20160592,PAIDOFF,1200,25,4/14/2024,5/8/2024,5/7/2024 11:00,,30,High School or Below,male
xqd20160593,PAIDOFF,1100,15,4/15/2024,4/29/2024,4/28/2024 12:00,,27,College,female
xqd20160594,COLLECTION,800,30,4/16/2024,5/15/2024,,14,55,High School or Below,male
xqd20160595,COLLECTION_PAIDOFF,1000,20,4/17/2024,5/6/2024,5/7/2024 13:00,1,39,High School or Below,male
xqd20160596,PAIDOFF,1300,25,4/18/2024,5/12/2024,5/11/2024 14:00,,35,College,female
xqd20160597,PAIDOFF,1400,30,4/19/2024,5/19/2024,5/18/2024 15:00,,33,Bechalor,male
xqd20160598,COLLECTION,800,15,4/20/2024,5/5/2024,,14,48,High School or Below,male
xqd20160599,COLLECTION_PAIDOFF,900,20,4/21/2024,5/10/2024,5/11/2024 16:00,1,41,High School or Below,female
xqd20160600,PAIDOFF,1200,25,4/22/2024,5/16/2024,5/15/2024 17:00,,30,High School or Below,male
xqd20160601,PAIDOFF,1100,15,4/23/2024,5/7/2024,5/6/2024 18:00,,27,College,female
xqd20160602,COLLECTION,800,30,4/24/2024,5/23/2024,,14,55,High School or Below,male
xqd20160603,COLLECTION_PAIDOFF,1000,20,4/25/2024,5/14/2024,5/15/2024 19:00,1,39,High School or Below,male
xqd20160604,PAIDOFF,1300,25,4/26/2024,5/20/2024,5/19/2024 20:00,,35,College,female
xqd20160605,PAIDOFF,1400,30,4/27/2024,5/27/2024,5/26/2024 21:00,,33,Bechalor,male
xqd20160606,COLLECTION,800,15,4/28/2024,5/12/2024,,14,48,High School or Below,male
xqd20160607,COLLECTION_PAIDOFF,900,20,4/29/2024,5/18/2024,5/19/2024 22:00,1,41,High School or Below,female
xqd20160608,PAIDOFF,1200,25,4/30/2024,5/24/2024,5/23/2024 23:00,,30,High School or Below,male
xqd20160609,PAIDOFF,1100,15,5/1/2024,5/15/2024,5/14/2024 00:00,,27,College,female
xqd20160610,COLLECTION,800,30,5/2/2024,5/31/2024,,14,55,High School or Below,male
xqd20160611,COLLECTION_PAIDOFF,1000,20,5/3/2024,5/22/2024,5/23/2024 01:00,1,39,High School or Below,male
xqd20160612,PAIDOFF,1300,25,5/4/2024,5/28/2024,5/27/2024 02:00,,35,College,female
xqd20160613,PAIDOFF,1400,30,5/5/2024,6/4/2024,6/3/2024 03:00,,33,Bechalor,male
xqd20160614,COLLECTION,800,15,5/6/2024,5/20/2024,,14,48,High School or Below,male
xqd20160615,COLLECTION_PAIDOFF,900,20,5/7/2024,5/26/2024,5/27/2024 04:00,1,41,High School or Below,female
xqd20160616,PAIDOFF,1200,25,5/8/2024,6/1/2024,5/31/2024 05:00,,30,High School or Below,male
xqd20160617,PAIDOFF,1100,15,5/9/2024,5/23/2024,5/22/2024 06:00,,27,College,female
xqd20160618,COLLECTION,800,30,5/10/2024,6/9/2024,,14,55,High School or Below,male
xqd20160619,COLLECTION_PAIDOFF,1000,20,5/11/2024,5/30/2024,5/31/2024 07:00,1,39,High School or Below,male
xqd20160620,PAIDOFF,1300,25,5/12/2024,6/5/2024,6/4/2024 08:00,,35,College,female
xqd20160621,PAIDOFF,1400,30,5/13/2024,6/13/2024,6/12/2024 09:00,,33,Bechalor,male
xqd20160622,COLLECTION,800,15,5/14/2024,5/28/2024,,14,48,High School or Below,male
xqd20160623,COLLECTION_PAIDOFF,900,20,5/15/2024,6/3/2024,6/4/2024 10:00,1,41,High School or Below,female
xqd20160624,PAIDOFF,1200,25,5/16/2024,6/10/2024,6/9/2024 11:00,,30,High School or Below,male
xqd20160625,PAIDOFF,1100,15,5/17/2024,5/31/2024,5/30/2024 12:00,,27,College,female
xqd20160626,COLLECTION,800,30,5/18/2024,6/17/2024,,14,55,High School or Below,male
xqd20160627,COLLECTION_PAIDOFF,1000,20,5/19/2024,6/7/2024,6/8/2024 13:00,1,39,High School or Below,male
xqd20160628,PAIDOFF,1300,25,5/20/2024,6/14/2024,6/13/2024 14:00,,35,College,female
xqd20160629,PAIDOFF,1400,30,5/21/2024,6/21/2024,6/20/2024 15:00,,33,Bechalor,male
xqd20160630,COLLECTION,800,15,5/22/2024,6/5/2024,,14,48,High School or Below,male
xqd20160631,COLLECTION_PAIDOFF,900,20,5/23/2024,6/2/2024,6/3/2024 16:00,1,41,High School or Below,female
xqd20160632,PAIDOFF,1200,25,5/24/2024,6/17/2024,6/16/2024 17:00,,30,High School or Below,male
xqd20160633,PAIDOFF,1100,15,5/25/2024,6/8/2024,6/7/2024 18:00,,27,College,female
xqd20160634,COLLECTION,800,30,5/26/2024,6/25/2024,,14,55,High School or Below,male
xqd20160635,COLLECTION_PAIDOFF,1000,20,5/27/2024,6/15/2024,6/16/2024 19:00,1,39,High School or Below,male
xqd20160636,PAIDOFF,1300,25,5/28/2024,6/22/2024,6/21/2024 20:00,,35,College,female
xqd20160637,PAIDOFF,1400,30,5/29/2024,6/29/2024,6/28/2024 21:00,,33,Bechalor,male
xqd20160638,COLLECTION,800,15,5/30/2024,6/13/2024,,14,48,High School or Below,male
xqd20160639,COLLECTION_PAIDOFF,900,20,5/31/2024,6/19/2024,6/20/2024 22:00,1,41,High School or Below,female
xqd20160640,PAIDOFF,1200,25,6/1/2024,6/25/2024,6/24/2024 23:00,,30,High School or Below,male
xqd20160724,PAIDOFF,1000,30,7/3/2024,8/2/2024,7/24/2024 10:00,,32,Bechalor,male
xqd20160725,COLLECTION_PAIDOFF,800,15,7/4/2024,7/18/2024,7/21/2024 08:00,3,41,High School or Below,female
xqd20160726,PAIDOFF,1100,25,7/5/2024,7/30/2024,7/27/2024 14:00,,28,College,female
xqd20160727,PAIDOFF,1200,30,7/6/2024,8/5/2024,7/30/2024 11:00,,34,High School or Below,male
xqd20160728,COLLECTION,800,20,7/7/2024,7/27/2024,,16,49,High School or Below,male
xqd20160729,COLLECTION_PAIDOFF,900,30,7/8/2024,8/7/2024,8/10/2024 09:00,3,42,High School or Below,female
xqd20160730,PAIDOFF,1300,15,7/9/2024,7/23/2024,7/17/2024 12:00,,29,College,male
xqd20160731,COLLECTION,800,25,7/10/2024,8/4/2024,,15,50,High School or Below,male
xqd20160732,PAIDOFF,1000,30,7/11/2024,8/10/2024,7/25/2024 13:00,,33,Bechalor,female
xqd20160733,COLLECTION_PAIDOFF,800,15,7/12/2024,7/26/2024,7/30/2024 08:00,4,43,High School or Below,male
xqd20160734,PAIDOFF,1100,25,7/13/2024,8/7/2024,8/3/2024 14:00,,30,College,female
xqd20160735,COLLECTION,800,30,7/14/2024,8/13/2024,,17,51,High School or Below,male
xqd20160736,COLLECTION_PAIDOFF,900,20,7/15/2024,7/29/2024,7/31/2024 09:00,2,44,High School or Below,female
xqd20160737,PAIDOFF,1300,15,7/16/2024,7/30/2024,7/20/2024 15:00,,31,College,male
xqd20160738,COLLECTION,800,25,7/17/2024,8/10/2024,,16,52,High School or Below,male
xqd20160739,COLLECTION_PAIDOFF,900,30,7/18/2024,8/17/2024,8/20/2024 10:00,3,45,High School or Below,female
xqd20160740,PAIDOFF,1200,15,7/19/2024,8/2/2024,7/22/2024 16:00,,32,Bechalor,female
xqd20160741,COLLECTION,800,20,7/20/2024,8/3/2024,,17,53,High School or Below,male
xqd20160742,PAIDOFF,1000,30,7/21/2024,8/20/2024,7/27/2024 17:00,,34,Bechalor,female
xqd20160743,COLLECTION_PAIDOFF,800,15,7/22/2024,8/5/2024,8/8/2024 08:00,3,46,High School or Below,male
xqd20160744,PAIDOFF,1100,25,7/23/2024,8/17/2024,8/13/2024 18:00,,31,College,female
xqd20160745,COLLECTION,800,30,7/24/2024,8/23/2024,,18,54,High School or Below,male
